OperationID,Component name,CorrectDetectedFacesMetric,Detected Faces,ImageFormatMetric,ImageNumberOfFacesMetric,ImageNumberOfPixelsMetric,ImageSizeMetric,Input name,Response time (in SECONDS)
474,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,161550,20608,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_517.jpg,0.439432321
475,GMS Face API with allLandmarks allClassifications,0,2,jpg,2,156600,17054,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_626.jpg,0.474774912
476,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,122400,11015,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_3024.jpg,0.367923088
477,GMS Face API with allLandmarks allClassifications,0,1,jpg,2,148500,23696,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_499.jpg,0.576865558
478,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,150300,17588,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_387.jpg,0.397955135
479,GMS Face API with allLandmarks allClassifications,0,1,jpg,2,150750,16623,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_18025.jpg,0.403876086
480,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,134251,14295,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_520.jpg,0.319334657
481,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,111657,20913,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_576.jpg,0.291408514
482,GMS Face API with allLandmarks allClassifications,0,1,jpg,3,171000,19443,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_121.jpg,0.324401037
483,GMS Face API with allLandmarks allClassifications,0,1,jpg,4,142200,21284,/storage/sdcard0/FDDB-folds-01/2002_08_25_big_img_703.jpg,0.361727452
484,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,153450,20008,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_615.jpg,0.323210744
485,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,166500,20840,/storage/sdcard0/FDDB-folds-01/2002_08_17_big_img_434.jpg,0.37784221
486,GMS Face API with allLandmarks allClassifications,0,1,jpg,2,146250,16226,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_677.jpg,0.390264001
487,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,186750,23692,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_276.jpg,0.374790173
488,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,132750,30088,/storage/sdcard0/FDDB-folds-01/2002_08_05_big_img_3672.jpg,0.337524798
489,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,132750,19542,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_700.jpg,0.3952083
490,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,134251,17412,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_277.jpg,0.348512133
491,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,113570,14758,/storage/sdcard0/FDDB-folds-01/2003_01_14_big_img_220.jpg,0.331451244
492,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,146823,18252,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_232.jpg,0.373721958
493,GMS Face API with allLandmarks allClassifications,0,2,jpg,2,151650,21727,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_17422.jpg,0.58852434
494,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,154350,16075,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_508.jpg,0.379093546
495,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,123750,16166,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_681.jpg,0.322478254
496,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,102910,12766,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_638.jpg,0.306119335
497,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,149850,17985,/storage/sdcard0/FDDB-folds-01/2002_08_30_big_img_18408.jpg,0.352693423
498,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,110290,14032,/storage/sdcard0/FDDB-folds-01/2003_01_14_big_img_533.jpg,0.280543261
499,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,113980,16023,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_12.jpg,0.371799177
500,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,139050,14785,/storage/sdcard0/FDDB-folds-01/2002_08_28_big_img_19388.jpg,0.39017244
501,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,134550,18544,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_133.jpg,0.414741339
502,GMS Face API with allLandmarks allClassifications,0,1,jpg,2,155250,20768,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_885.jpg,0.39755837
503,GMS Face API with allLandmarks allClassifications,0,1,jpg,2,139050,17733,/storage/sdcard0/FDDB-folds-01/2002_08_19_big_img_387.jpg,0.353425912
504,GMS Face API with allLandmarks allClassifications,0,1,jpg,2,177750,16175,/storage/sdcard0/FDDB-folds-01/2002_08_27_big_img_19976.jpg,0.569632228
505,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,190800,17868,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_118.jpg,0.470166337
506,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,130950,18735,/storage/sdcard0/FDDB-folds-01/2002_08_28_big_img_19146.jpg,0.359957271
507,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,191250,19427,/storage/sdcard0/FDDB-folds-01/2002_08_05_big_img_3259.jpg,0.415412789
508,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,151200,22408,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_536.jpg,0.346162063
509,GMS Face API with allLandmarks allClassifications,0,2,jpg,2,171450,29964,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_279.jpg,0.511124676
510,GMS Face API with allLandmarks allClassifications,0,2,jpg,2,158400,28505,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_9.jpg,0.528246605
511,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,198000,22976,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_301.jpg,0.418831068
512,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,162000,18860,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_974.jpg,0.471783916
513,GMS Face API with allLandmarks allClassifications,0,2,jpg,2,189900,17387,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2355.jpg,0.629787884
514,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,166500,23282,/storage/sdcard0/FDDB-folds-01/2002_08_01_big_img_1526.jpg,0.309507096
515,GMS Face API with allLandmarks allClassifications,0,7,jpg,7,165150,20727,/storage/sdcard0/FDDB-folds-01/2002_08_03_big_img_417.jpg,1.052006715
516,GMS Face API with allLandmarks allClassifications,0,2,jpg,6,169273,27410,/storage/sdcard0/FDDB-folds-01/2002_08_04_big_img_407.jpg,0.589500992
517,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,149400,19659,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_1029.jpg,0.489272088
518,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,156252,20959,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_700.jpg,0.376560354
519,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,129150,18313,/storage/sdcard0/FDDB-folds-01/2002_08_01_big_img_1463.jpg,0.404852738
520,GMS Face API with allLandmarks allClassifications,0,0,jpg,1,164700,13233,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_17365.jpg,0.37945979
521,GMS Face API with allLandmarks allClassifications,0,2,jpg,5,170550,21283,/storage/sdcard0/FDDB-folds-01/2002_07_28_big_img_223.jpg,0.541675567
522,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,173250,22085,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_827.jpg,0.389104228
523,GMS Face API with allLandmarks allClassifications,0,1,jpg,2,159395,38783,/storage/sdcard0/FDDB-folds-01/2002_07_27_big_img_531.jpg,0.372836869
524,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,123750,16759,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_845.jpg,0.330749275
525,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,154800,22941,/storage/sdcard0/FDDB-folds-01/2002_08_20_big_img_382.jpg,0.360689762
526,GMS Face API with allLandmarks allClassifications,0,3,jpg,4,171900,28947,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_268.jpg,0.607050205
527,GMS Face API with allLandmarks allClassifications,0,0,jpg,1,158400,14913,/storage/sdcard0/FDDB-folds-01/2002_08_27_big_img_19705.jpg,0.238638791
528,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,126900,20062,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_830.jpg,0.340882038
529,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,147600,18033,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_250.jpg,0.378788342
530,GMS Face API with allLandmarks allClassifications,0,1,jpg,2,165600,18133,/storage/sdcard0/FDDB-folds-01/2002_07_20_big_img_777.jpg,0.465985046
531,GMS Face API with allLandmarks allClassifications,0,3,jpg,5,133650,17450,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_879.jpg,0.608881428
532,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,144900,14316,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_20146.jpg,0.378940942
533,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,149400,14607,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_789.jpg,0.325499771
534,GMS Face API with allLandmarks allClassifications,0,2,jpg,3,160650,15353,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2683.jpg,0.516831986
535,GMS Face API with allLandmarks allClassifications,0,2,jpg,3,133200,24758,/storage/sdcard0/FDDB-folds-01/2002_08_25_big_img_576.jpg,0.570761482
536,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,142200,19068,/storage/sdcard0/FDDB-folds-01/2002_08_09_big_img_498.jpg,0.369052342
537,GMS Face API with allLandmarks allClassifications,0,2,jpg,2,142650,27775,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_384.jpg,0.562948268
538,GMS Face API with allLandmarks allClassifications,0,2,jpg,2,152100,20319,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_592.jpg,0.476392492
539,GMS Face API with allLandmarks allClassifications,0,2,jpg,2,158850,17973,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_1470.jpg,0.602380589
540,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,146700,20251,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_452.jpg,0.446146803
541,GMS Face API with allLandmarks allClassifications,0,1,jpg,3,164700,18331,/storage/sdcard0/FDDB-folds-01/2002_08_30_big_img_18395.jpg,0.404242331
542,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,140400,14720,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_215.jpg,0.373172594
543,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,146250,24637,/storage/sdcard0/FDDB-folds-01/2002_07_21_big_img_643.jpg,0.326934228
544,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,166950,39560,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_209.jpg,0.479414009
545,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,134070,19512,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_346.jpg,0.388158096
546,GMS Face API with allLandmarks allClassifications,0,3,jpg,3,135450,28274,/storage/sdcard0/FDDB-folds-01/2002_08_25_big_img_658.jpg,0.861162825
547,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,127350,13246,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_221.jpg,0.374607051
548,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,163350,14607,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_60.jpg,0.462688845
549,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,137700,17904,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_885.jpg,0.343689913
550,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,111520,14754,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_482.jpg,0.276484053
551,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,132300,13762,/storage/sdcard0/FDDB-folds-01/2002_08_19_big_img_593.jpg,0.36481001
552,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,161100,23643,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_233.jpg,0.430734016
553,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,127067,17622,/storage/sdcard0/FDDB-folds-01/2002_07_30_big_img_458.jpg,0.315061803
554,GMS Face API with allLandmarks allClassifications,0,2,jpg,10,172350,20709,/storage/sdcard0/FDDB-folds-01/2002_07_23_big_img_384.jpg,0.538348848
555,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,123410,16840,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_670.jpg,0.35092324
556,GMS Face API with allLandmarks allClassifications,0,0,jpg,2,174150,28523,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_267.jpg,0.393438121
557,GMS Face API with allLandmarks allClassifications,0,3,jpg,3,152550,25537,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_540.jpg,0.866809094
558,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,136800,18616,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_552.jpg,0.427773539
559,GMS Face API with allLandmarks allClassifications,0,2,jpg,2,156252,22770,/storage/sdcard0/FDDB-folds-01/2002_07_30_big_img_997.jpg,0.67129559
560,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,136530,19848,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_377.jpg,0.363558677
561,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,136800,19963,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_265.jpg,0.388524339
562,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,142200,13057,/storage/sdcard0/FDDB-folds-01/2002_08_09_big_img_561.jpg,0.386632077
563,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,134251,20886,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_945.jpg,0.353731116
564,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,170100,13244,/storage/sdcard0/FDDB-folds-01/2002_09_02_big_img_15252.jpg,0.389623074
565,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,161550,30655,/storage/sdcard0/FDDB-folds-01/2002_08_11_big_img_276.jpg,0.374301846
566,GMS Face API with allLandmarks allClassifications,0,2,jpg,3,179151,20677,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_491.jpg,0.513261102
567,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,132750,13661,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_517.jpg,0.320463909
568,GMS Face API with allLandmarks allClassifications,0,2,jpg,2,135900,23841,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_726.jpg,0.454326263
569,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,156252,18731,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_46.jpg,0.430947658
570,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,153900,24448,/storage/sdcard0/FDDB-folds-01/2002_08_28_big_img_19458.jpg,0.364474286
571,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,136350,18777,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2935.jpg,0.337463757
572,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,157050,15067,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_1392.jpg,0.345185413
573,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,131400,11741,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_776.jpg,0.454875627
574,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,160200,13101,/storage/sdcard0/FDDB-folds-01/2002_08_24_big_img_616.jpg,0.398626584
575,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,152550,23563,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_1065.jpg,0.371036168
576,GMS Face API with allLandmarks allClassifications,0,1,jpg,2,159844,23128,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_889.jpg,0.453929498
577,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,157950,16762,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_188.jpg,0.378330535
578,GMS Face API with allLandmarks allClassifications,0,1,jpg,2,140537,21978,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1453.jpg,0.396123913
579,GMS Face API with allLandmarks allClassifications,0,1,jpg,1,134251,14107,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_760.jpg,0.362276821
580,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,193950,18071,/storage/sdcard0/FDDB-folds-01/2002_08_11_big_img_591.jpg,0.856462688
581,GMS Face API with allLandmarks accurateMode,0,3,jpg,3,136945,15821,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_265.jpg,1.699313293
582,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,202050,25283,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_423.jpg,0.796612237
583,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,166500,22832,/storage/sdcard0/FDDB-folds-01/2002_08_24_big_img_490.jpg,1.131603845
584,GMS Face API with allLandmarks accurateMode,0,1,jpg,2,163800,25119,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_17676.jpg,0.82948268
585,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,184050,34050,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_228.jpg,1.589104226
586,GMS Face API with allLandmarks accurateMode,0,2,jpg,3,139950,27025,/storage/sdcard0/FDDB-folds-01/2002_07_24_big_img_402.jpg,1.262353121
587,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,143100,16986,/storage/sdcard0/FDDB-folds-01/2002_08_04_big_img_769.jpg,1.047245536
588,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,142650,19949,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_581.jpg,0.998962307
589,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,156252,19888,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_723.jpg,0.813581565
590,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,153450,17298,/storage/sdcard0/FDDB-folds-01/2002_08_12_big_img_821.jpg,0.816511522
591,GMS Face API with allLandmarks accurateMode,0,3,jpg,6,120540,22702,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_610.jpg,1.494979398
592,GMS Face API with allLandmarks accurateMode,0,1,jpg,2,143100,25982,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_1116.jpg,0.827926141
593,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,152100,20343,/storage/sdcard0/FDDB-folds-01/2002_08_28_big_img_19238.jpg,1.542041814
594,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,173700,32119,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_660.jpg,0.968289333
595,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,131850,25851,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_607.jpg,0.929589501
596,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,144900,20740,/storage/sdcard0/FDDB-folds-01/2002_08_05_big_img_3708.jpg,1.01800702
597,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,143680,23561,/storage/sdcard0/FDDB-folds-01/2002_08_19_big_img_511.jpg,1.751106363
598,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,143100,19712,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1316.jpg,1.111429879
599,GMS Face API with allLandmarks accurateMode,0,1,jpg,2,164700,15907,/storage/sdcard0/FDDB-folds-01/2002_07_25_big_img_1047.jpg,0.57457653
600,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,167850,24348,/storage/sdcard0/FDDB-folds-01/2002_07_23_big_img_474.jpg,1.582878072
601,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,132750,21156,/storage/sdcard0/FDDB-folds-01/2002_07_27_big_img_970.jpg,1.201648102
602,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,168300,20486,/storage/sdcard0/FDDB-folds-01/2002_09_02_big_img_15752.jpg,0.960598197
603,GMS Face API with allLandmarks accurateMode,0,2,jpg,3,119700,22616,/storage/sdcard0/FDDB-folds-01/2002_09_01_big_img_16378.jpg,1.578940943
604,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,166950,14971,/storage/sdcard0/FDDB-folds-01/2002_09_01_big_img_16189.jpg,0.951869373
605,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,162450,21718,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_276.jpg,0.825789714
606,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,178200,37081,/storage/sdcard0/FDDB-folds-01/2002_07_24_big_img_518.jpg,1.56798413
607,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,153450,16315,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_1027.jpg,1.568136731
608,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,153000,21465,/storage/sdcard0/FDDB-folds-01/2002_08_24_big_img_733.jpg,0.827651457
609,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,158400,19931,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_249.jpg,0.962826186
610,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,133250,17754,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_1371.jpg,0.721440563
611,GMS Face API with allLandmarks accurateMode,0,2,jpg,3,147600,22200,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1348.jpg,1.111857164
612,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,184500,15659,/storage/sdcard0/FDDB-folds-01/2003_01_01_big_img_331.jpg,1.344178239
613,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,139050,20874,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_536.jpg,0.697482069
614,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,172350,26933,/storage/sdcard0/FDDB-folds-01/2002_07_30_big_img_224.jpg,1.133099345
615,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,138150,18107,/storage/sdcard0/FDDB-folds-01/2002_08_10_big_img_763.jpg,0.748512131
616,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,151200,26533,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_293.jpg,0.658446513
617,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,145350,12739,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_1211.jpg,0.970090034
618,GMS Face API with allLandmarks accurateMode,0,1,jpg,2,154350,25565,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_1194.jpg,1.067816267
619,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,126381,17788,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_390.jpg,0.88264917
620,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,166050,22491,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2893.jpg,1.069342284
621,GMS Face API with allLandmarks accurateMode,0,3,jpg,7,153109,18402,/storage/sdcard0/FDDB-folds-01/2002_08_17_big_img_691.jpg,1.689821457
622,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,143100,15043,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1695.jpg,0.786571035
623,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,133200,17555,/storage/sdcard0/FDDB-folds-01/2002_08_16_big_img_829.jpg,0.791057531
624,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,144000,12588,/storage/sdcard0/FDDB-folds-01/2002_07_25_big_img_201.jpg,1.141339844
625,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,159844,20870,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_36.jpg,1.417060887
626,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,148010,24718,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_763.jpg,0.768258813
627,GMS Face API with allLandmarks accurateMode,0,2,jpg,1,138170,20712,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_637.jpg,1.326079658
628,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,134100,24746,/storage/sdcard0/FDDB-folds-01/2002_08_22_big_img_592.jpg,0.796459637
629,GMS Face API with allLandmarks accurateMode,0,1,jpg,2,172350,22221,/storage/sdcard0/FDDB-folds-01/2002_07_25_big_img_817.jpg,1.333068822
630,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,124230,18192,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_1219.jpg,0.932977262
631,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,134251,23910,/storage/sdcard0/FDDB-folds-01/2002_08_05_big_img_3508.jpg,0.988921104
632,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,135000,17618,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_1108.jpg,0.540088509
633,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,169650,29201,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_488.jpg,1.120097665
634,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,111657,16139,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_704.jpg,0.937707919
635,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,148420,16660,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_1087.jpg,0.985746986
636,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,177750,19383,/storage/sdcard0/FDDB-folds-01/2002_08_10_big_img_670.jpg,0.883015414
637,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,132300,20930,/storage/sdcard0/FDDB-folds-01/2002_07_24_big_img_104.jpg,0.597344727
638,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,166050,17934,/storage/sdcard0/FDDB-folds-01/2002_08_27_big_img_19823.jpg,0.973142073
639,GMS Face API with allLandmarks accurateMode,0,2,jpg,2,176850,28176,/storage/sdcard0/FDDB-folds-01/2002_09_01_big_img_16229.jpg,1.324980924
640,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,110021,20389,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_846.jpg,0.635983519
641,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,198000,35992,/storage/sdcard0/FDDB-folds-01/2002_08_04_big_img_412.jpg,1.094552114
642,GMS Face API with allLandmarks accurateMode,0,6,jpg,7,138600,25352,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_554.jpg,3.230215168
643,GMS Face API with allLandmarks accurateMode,0,4,jpg,4,150750,24982,/storage/sdcard0/FDDB-folds-01/2002_08_12_big_img_331.jpg,2.232992522
644,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,138600,25305,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_533.jpg,0.686830458
645,GMS Face API with allLandmarks accurateMode,0,1,jpg,1,190800,29213,/storage/sdcard0/FDDB-folds-01/2002_08_12_big_img_259.jpg,0.960384556
646,GMS Face API with allLandmarks accurateMode,0,1,jpg,2,162450,34174,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_328.jpg,1.288539602
