OperationID,Component name,CorrectDetectedFacesMetric,Detected Faces,ImageFormatMetric,ImageNumberOfFacesMetric,ImageNumberOfPixelsMetric,ImageSizeMetric,Input name,Response time (in SECONDS),DetectionRatio
155,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,102250,14241,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_642.jpg,0.273468666,1
156,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,170550,21406,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_844.jpg,0.462785667,1
157,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,195750,17680,/storage/emulated/0/FDDB-folds-01/2002_08_04_big_img_571.jpg,0.32303125,1
158,GMS Face API with allLandmarks  allClassifications accurateMode,2,3,jpg,2,178200,19501,/storage/emulated/0/FDDB-folds-01/2002_08_29_big_img_18702.jpg,0.521079168,1
159,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,162900,16263,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_240.jpg,0.412219292,1
160,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,3,141300,29622,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_553.jpg,0.548149875,1
161,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,136800,17380,/storage/emulated/0/FDDB-folds-01/2002_08_10_big_img_354.jpg,0.261323875,1
162,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,3,143100,18182,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_17.jpg,0.517131667,1
163,GMS Face API with allLandmarks  allClassifications accurateMode,1,2,jpg,2,102250,14164,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_782.jpg,0.302324834,0.5
164,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,160200,19570,/storage/emulated/0/FDDB-folds-01/2002_07_27_big_img_382.jpg,0.371034833,1
165,GMS Face API with allLandmarks  allClassifications accurateMode,1,2,jpg,5,152550,19039,/storage/emulated/0/FDDB-folds-01/2002_08_14_big_img_970.jpg,0.441262083,0.2
166,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,2,131400,12271,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_70.jpg,0.325998084,0.5
167,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,106749,11807,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_625.jpg,0.289313708,1
168,GMS Face API with allLandmarks  allClassifications accurateMode,0,0,jpg,1,191700,32834,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_341.jpg,0.369018,0
169,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,4,148500,30329,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_188.jpg,0.535873168,0.75
170,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,155700,23245,/storage/emulated/0/FDDB-folds-01/2002_08_09_big_img_405.jpg,0.289637667,1
171,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,161550,25489,/storage/emulated/0/FDDB-folds-01/2002_08_02_big_img_37.jpg,0.293743959,1
172,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,3,130210,19106,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_748.jpg,0.332599542,0.666666667
173,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,149400,14738,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_399.jpg,0.301399917,1
174,GMS Face API with allLandmarks  allClassifications accurateMode,1,2,jpg,3,136350,27984,/storage/emulated/0/FDDB-folds-01/2002_07_25_big_img_844.jpg,0.461207083,0.333333333
175,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,146250,26943,/storage/emulated/0/FDDB-folds-01/2002_08_12_big_img_340.jpg,0.53742275,1
176,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,104960,15075,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_815.jpg,0.278673042,1
177,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,10,156600,25586,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_5.jpg,0.518497083,0.3
178,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,123750,13107,/storage/emulated/0/FDDB-folds-01/2002_08_10_big_img_158.jpg,0.34479275,1
179,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,133200,21009,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_95.jpg,0.27616696,1
180,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,131850,11326,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_1297.jpg,0.318446417,1
181,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,127920,14563,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_508.jpg,0.363020626,1
182,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,3,131850,22780,/storage/emulated/0/FDDB-folds-01/2002_09_01_big_img_16680.jpg,0.582705583,1
183,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,133250,18011,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_338.jpg,0.333512876,1
184,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,161550,20608,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_517.jpg,0.340225958,1
185,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,156600,17054,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_626.jpg,0.377574208,1
186,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,122400,11015,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_3024.jpg,0.279423125,1
187,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,148500,23696,/storage/emulated/0/FDDB-folds-01/2002_07_26_big_img_499.jpg,0.415179458,1
188,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,150300,17588,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_387.jpg,0.388438458,1
189,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,150750,16623,/storage/emulated/0/FDDB-folds-01/2002_08_31_big_img_18025.jpg,0.45717,1
190,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,134251,14295,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_520.jpg,0.270761752,1
191,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,111657,20913,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_576.jpg,0.283478833,1
192,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,3,171000,19443,/storage/emulated/0/FDDB-folds-01/2002_07_26_big_img_121.jpg,0.407650542,0.666666667
193,GMS Face API with allLandmarks  allClassifications accurateMode,1,2,jpg,4,142200,21284,/storage/emulated/0/FDDB-folds-01/2002_08_25_big_img_703.jpg,0.325694541,0.25
194,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,153450,20008,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_615.jpg,0.285972375,1
195,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,166500,20840,/storage/emulated/0/FDDB-folds-01/2002_08_17_big_img_434.jpg,0.320213541,1
196,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,146250,16226,/storage/emulated/0/FDDB-folds-01/2002_08_02_big_img_677.jpg,0.438804584,1
197,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,186750,23692,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_276.jpg,0.323189875,1
198,GMS Face API with allLandmarks  allClassifications accurateMode,1,2,jpg,1,132750,30088,/storage/emulated/0/FDDB-folds-01/2002_08_05_big_img_3672.jpg,0.411116958,1
199,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,132750,19542,/storage/emulated/0/FDDB-folds-01/2002_07_26_big_img_700.jpg,0.331888833,1
200,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,134251,17412,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_277.jpg,0.322455,1
201,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,113570,14758,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_220.jpg,0.41153275,1
202,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,146823,18252,/storage/emulated/0/FDDB-folds-01/2002_08_23_big_img_232.jpg,0.419256668,1
203,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,151650,21727,/storage/emulated/0/FDDB-folds-01/2002_08_31_big_img_17422.jpg,0.515638375,1
204,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,154350,16075,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_508.jpg,0.399272042,1
205,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,123750,16166,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_681.jpg,0.323081625,1
206,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,102910,12766,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_638.jpg,0.283293458,1
207,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,149850,17985,/storage/emulated/0/FDDB-folds-01/2002_08_30_big_img_18408.jpg,0.324439875,1
208,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,110290,14032,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_533.jpg,0.283528792,1
209,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,113980,16023,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_12.jpg,0.297441083,1
210,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,139050,14785,/storage/emulated/0/FDDB-folds-01/2002_08_28_big_img_19388.jpg,0.31749925,1
211,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,134550,18544,/storage/emulated/0/FDDB-folds-01/2002_08_08_big_img_133.jpg,0.36469275,1
212,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,2,155250,20768,/storage/emulated/0/FDDB-folds-01/2002_07_26_big_img_885.jpg,0.443434167,0.5
213,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,2,139050,17733,/storage/emulated/0/FDDB-folds-01/2002_08_19_big_img_387.jpg,0.260729501,0.5
214,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,177750,16175,/storage/emulated/0/FDDB-folds-01/2002_08_27_big_img_19976.jpg,0.530179458,1
215,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,190800,17868,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_118.jpg,0.406493626,1
216,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,130950,18735,/storage/emulated/0/FDDB-folds-01/2002_08_28_big_img_19146.jpg,0.341900958,1
217,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,191250,19427,/storage/emulated/0/FDDB-folds-01/2002_08_05_big_img_3259.jpg,0.368061875,1
218,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,151200,22408,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_536.jpg,0.282509917,1
219,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,171450,29964,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_279.jpg,0.663761417,1
220,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,158400,28505,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_9.jpg,0.496534625,1
221,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,198000,22976,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_301.jpg,0.31825825,1
222,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,162000,18860,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_974.jpg,0.374988541,1
223,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,189900,17387,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2355.jpg,0.569172294,1
224,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,166500,23282,/storage/emulated/0/FDDB-folds-01/2002_08_01_big_img_1526.jpg,0.37713275,1
225,GMS Face API with allLandmarks  allClassifications accurateMode,7,7,jpg,7,165150,20727,/storage/emulated/0/FDDB-folds-01/2002_08_03_big_img_417.jpg,0.969706333,1
226,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,6,169273,27410,/storage/emulated/0/FDDB-folds-01/2002_08_04_big_img_407.jpg,0.544149459,0.5
227,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,149400,19659,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_1029.jpg,0.400586333,1
228,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,156252,20959,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_700.jpg,0.373494792,1
229,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,129150,18313,/storage/emulated/0/FDDB-folds-01/2002_08_01_big_img_1463.jpg,0.303720833,1
230,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,164700,13233,/storage/emulated/0/FDDB-folds-01/2002_08_31_big_img_17365.jpg,0.402964375,1
231,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,5,170550,21283,/storage/emulated/0/FDDB-folds-01/2002_07_28_big_img_223.jpg,0.59032546,0.6
232,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,173250,22085,/storage/emulated/0/FDDB-folds-01/2002_07_19_big_img_827.jpg,0.380822042,1
233,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,2,159395,38783,/storage/emulated/0/FDDB-folds-01/2002_07_27_big_img_531.jpg,0.330379208,0.5
234,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,123750,16759,/storage/emulated/0/FDDB-folds-01/2002_07_19_big_img_845.jpg,0.274761874,1
235,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,154800,22941,/storage/emulated/0/FDDB-folds-01/2002_08_20_big_img_382.jpg,0.336379417,1
236,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,4,171900,28947,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_268.jpg,0.582567791,0.75
237,GMS Face API with allLandmarks  allClassifications accurateMode,0,0,jpg,1,158400,14913,/storage/emulated/0/FDDB-folds-01/2002_08_27_big_img_19705.jpg,0.266690625,0
238,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,126900,20062,/storage/emulated/0/FDDB-folds-01/2002_08_02_big_img_830.jpg,0.315463833,1
239,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,147600,18033,/storage/emulated/0/FDDB-folds-01/2002_08_23_big_img_250.jpg,0.315742917,1
240,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,165600,18133,/storage/emulated/0/FDDB-folds-01/2002_07_20_big_img_777.jpg,0.540750541,1
241,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,5,133650,17450,/storage/emulated/0/FDDB-folds-01/2002_08_21_big_img_879.jpg,0.565297418,0.6
242,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,144900,14316,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_20146.jpg,0.34171625,1
243,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,149400,14607,/storage/emulated/0/FDDB-folds-01/2002_08_23_big_img_789.jpg,0.309432875,1
244,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,3,160650,15353,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2683.jpg,0.416193833,0.666666667
245,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,3,133200,24758,/storage/emulated/0/FDDB-folds-01/2002_08_25_big_img_576.jpg,0.347288958,0.666666667
246,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,142200,19068,/storage/emulated/0/FDDB-folds-01/2002_08_09_big_img_498.jpg,0.275785875,1
247,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,142650,27775,/storage/emulated/0/FDDB-folds-01/2002_08_08_big_img_384.jpg,0.495667375,1
248,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,152100,20319,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_592.jpg,0.390232167,1
249,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,158850,17973,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_1470.jpg,0.498280917,1
250,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,146700,20251,/storage/emulated/0/FDDB-folds-01/2002_08_21_big_img_452.jpg,0.340866375,1
251,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,3,164700,18331,/storage/emulated/0/FDDB-folds-01/2002_08_30_big_img_18395.jpg,0.558568041,0.666666667
252,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,140400,14720,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_215.jpg,0.363984251,1
253,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,146250,24637,/storage/emulated/0/FDDB-folds-01/2002_07_21_big_img_643.jpg,0.331666292,1
254,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,166950,39560,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_209.jpg,0.384876,1
255,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,134070,19512,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_346.jpg,0.293143083,1
256,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,3,135450,28274,/storage/emulated/0/FDDB-folds-01/2002_08_25_big_img_658.jpg,0.647894292,1
257,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,127350,13246,/storage/emulated/0/FDDB-folds-01/2002_08_21_big_img_221.jpg,0.321903166,1
258,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,163350,14607,/storage/emulated/0/FDDB-folds-01/2002_08_14_big_img_60.jpg,0.391502875,1
259,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,137700,17904,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_885.jpg,0.361303125,1
260,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,111520,14754,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_482.jpg,0.206564584,1
261,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,132300,13762,/storage/emulated/0/FDDB-folds-01/2002_08_19_big_img_593.jpg,0.309904167,1
262,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,161100,23643,/storage/emulated/0/FDDB-folds-01/2002_08_08_big_img_233.jpg,0.328326458,1
263,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,127067,17622,/storage/emulated/0/FDDB-folds-01/2002_07_30_big_img_458.jpg,0.302058669,1
264,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,10,172350,20709,/storage/emulated/0/FDDB-folds-01/2002_07_23_big_img_384.jpg,0.616183583,0.2
265,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,123410,16840,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_670.jpg,0.279703292,1
266,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,2,174150,28523,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_267.jpg,0.465690208,0.5
267,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,3,152550,25537,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_540.jpg,0.754319417,1
268,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,136800,18616,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_552.jpg,0.326550542,1
269,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,156252,22770,/storage/emulated/0/FDDB-folds-01/2002_07_30_big_img_997.jpg,0.522543709,1
270,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,136530,19848,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_377.jpg,0.3230495,1
271,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,136800,19963,/storage/emulated/0/FDDB-folds-01/2002_08_21_big_img_265.jpg,0.348517584,1
272,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,142200,13057,/storage/emulated/0/FDDB-folds-01/2002_08_09_big_img_561.jpg,0.34760125,1
273,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,134251,20886,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_945.jpg,0.28001321,1
274,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,170100,13244,/storage/emulated/0/FDDB-folds-01/2002_09_02_big_img_15252.jpg,0.381281791,1
275,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,161550,30655,/storage/emulated/0/FDDB-folds-01/2002_08_11_big_img_276.jpg,0.402632541,1
276,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,3,179151,20677,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_491.jpg,0.442645334,0.666666667
277,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,132750,13661,/storage/emulated/0/FDDB-folds-01/2002_07_26_big_img_517.jpg,0.312260708,1
278,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,135900,23841,/storage/emulated/0/FDDB-folds-01/2002_08_14_big_img_726.jpg,0.40322,1
279,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,156252,18731,/storage/emulated/0/FDDB-folds-01/2002_08_08_big_img_46.jpg,0.464614583,1
280,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,153900,24448,/storage/emulated/0/FDDB-folds-01/2002_08_28_big_img_19458.jpg,0.283170833,1
281,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,136350,18777,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2935.jpg,0.408569416,1
282,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,157050,15067,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_1392.jpg,0.323645625,1
283,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,131400,11741,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_776.jpg,0.235855875,1
284,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,160200,13101,/storage/emulated/0/FDDB-folds-01/2002_08_24_big_img_616.jpg,0.321927668,1
285,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,152550,23563,/storage/emulated/0/FDDB-folds-01/2002_08_14_big_img_1065.jpg,0.288003167,1
286,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,159844,23128,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_889.jpg,0.432218999,1
287,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,157950,16762,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_188.jpg,0.299370541,1
288,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,140537,21978,/storage/emulated/0/FDDB-folds-01/2002_08_07_big_img_1453.jpg,0.418889291,1
289,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,134251,14107,/storage/emulated/0/FDDB-folds-01/2002_08_02_big_img_760.jpg,0.3510335,1
